VHCLE_TY_NM,VHCLE_FUEL_NM,VHCLE_NMPR_CO,VHCLE_MAKR_NM,USE_DT,COST_D
중형,LPG,5,국산,가을,89431.57895
중형,전기,5,수입,가을,100966.6667
중형,LPG,5,국산,가을,102640
SUV/승합,경유,9,국산,겨울,181161.2903
중형,휘발유,5,국산,가을,25760
중형,휘발유,5,국산,겨울,89035.29412
소형,휘발유,5,국산,가을,68200
SUV/승합,전기,4,국산,가을,92088.88889
중형,LPG,5,국산,가을,107485.7143
중형,휘발유,5,국산,가을,176533.3333
중형,휘발유,5,국산,가을,109935.4839
SUV/승합,전기,4,국산,가을,85813.33333
SUV/승합,전기,5,국산,가을,96288
SUV/승합,전기,5,국산,가을,50000
고급,휘발유,5,국산,가을,159741.1765
중형,LPG,5,국산,가을,71400
중형,휘발유,5,국산,가을,74010.81081
중형,LPG,5,국산,가을,98545.45455
중형,휘발유,5,국산,가을,77033.33333
SUV/승합,전기,4,국산,가을,79932.20339
중형,LPG,5,국산,겨울,71250
SUV/승합,전기,4,국산,가을,84184.61538
SUV/승합,전기,4,국산,가을,83476.36364
SUV/승합,경유,5,국산,가을,90886.95652
소형,휘발유,5,국산,겨울,73358.49057
SUV/승합,경유,12,국산,겨울,61440
SUV/승합,경유,15,국산,겨울,160888.8889
중형,LPG,5,국산,가을,67200
중형,휘발유,5,국산,가을,102260.8696
SUV/승합,경유,7,국산,겨울,106240
중형,휘발유,5,국산,가을,80772.41379
SUV/승합,경유,8,국산,가을,145920
중형,LPG,5,국산,가을,90883.01887
중형,LPG,5,국산,가을,65250
중형,휘발유,5,국산,겨울,47250
SUV/승합,경유,5,국산,겨울,50400
소형,휘발유,5,국산,가을,66888.88889
중형,LPG,5,국산,가을,99428.57143
중형,휘발유,5,국산,겨울,47250
SUV/승합,경유,5,국산,겨울,92320
SUV/승합,경유,11,국산,겨울,67972.41379
중형,LPG,5,국산,겨울,54150
중형,휘발유,5,국산,가을,106533.3333
SUV/승합,경유,7,국산,가을,137500
중형,LPG,5,국산,가을,78514.28571
SUV/승합,전기,5,국산,겨울,58500
중형,휘발유,4,국산,가을,87507.69231
중형,휘발유,5,국산,가을,65233.33333
SUV/승합,휘발유,5,국산,겨울,68875.4717
SUV/승합,경유,9,국산,가을,78950
중형,LPG,5,국산,가을,79984.61538
소형,휘발유,5,국산,겨울,25856.60377
중형,휘발유,5,국산,겨울,51713.20755
중형,LPG,5,국산,가을,104903.2258
중형,휘발유,5,국산,가을,80739.62264
소형,휘발유,5,국산,겨울,87230.76923
중형,LPG,5,국산,가을,82272
중형,휘발유,5,국산,가을,78692.30769
중형,LPG,5,국산,겨울,69873.41772
소형,휘발유,5,국산,가을,99600
SUV/승합,전기,4,국산,가을,82200
중형,LPG,5,국산,겨울,57350
SUV/승합,전기,4,국산,가을,68500
중형,LPG,5,국산,겨울,71233.33333
중형,LPG,5,국산,가을,79333.33333
SUV/승합,전기,4,국산,가을,69957.44681
SUV/승합,경유,8,국산,가을,117155.5556
중형,LPG,5,국산,가을,67800
중형,LPG,5,국산,겨울,43428.57143
중형,휘발유,5,국산,가을,24150
중형,LPG,5,국산,가을,79023.52941
SUV/승합,LPG,5,국산,가을,90914.28571
SUV/승합,경유,5,국산,가을,97600
중형,LPG,5,국산,가을,77952
SUV/승합,휘발유,5,국산,가을,81735.84906
중형,LPG,5,국산,가을,76368
중형,LPG,5,국산,겨울,41142.85714
중형,LPG,5,국산,가을,82080
중형,LPG,5,국산,가을,67800
중형,LPG,5,국산,겨울,40000
중형,LPG,5,국산,가을,80727.27273
중형,휘발유,5,국산,가을,63109.85915
SUV/승합,경유,5,국산,가을,81333.33333
SUV/승합,전기,4,국산,가을,66750
중형,LPG,5,국산,겨울,48662.06897
소형,휘발유,5,국산,겨울,43200
SUV/승합,경유,8,국산,겨울,152727.2727
SUV/승합,경유,9,국산,가을,109450
중형,휘발유,5,국산,가을,79200
SUV/승합,전기,4,국산,가을,66800
중형,LPG,5,국산,가을,72300
SUV/승합,휘발유,5,국산,겨울,52166.03774
중형,LPG,5,국산,가을,78867.69231
SUV/승합,경유,11,국산,가을,130736.8421
중형,LPG,5,국산,가을,77500
SUV/승합,경유,9,국산,겨울,163345.4545
중형,LPG,5,국산,가을,176400
중형,LPG,5,국산,가을,101142.8571
중형,LPG,5,국산,가을,74870.58824
SUV/승합,휘발유,5,국산,겨울,70774.46809
중형,휘발유,5,국산,가을,78401.45455
중형,LPG,5,국산,가을,85161.29032
고급,휘발유,5,국산,가을,113600
SUV/승합,경유,9,국산,겨울,83818.86792
SUV/승합,경유,9,국산,가을,74504.34783
고급,휘발유,5,국산,가을,111652.1739
중형,LPG,5,국산,가을,76965.51724
SUV/승합,경유,9,국산,가을,84553.84615
SUV/승합,경유,9,국산,가을,81472
SUV/승합,휘발유,5,국산,가을,99300
중형,휘발유,5,국산,가을,93264
SUV/승합,휘발유,5,국산,가을,82186.66667
소형,휘발유,5,국산,가을,69333.33333
소형,휘발유,4,수입,가을,113076.9231
SUV/승합,경유,9,국산,겨울,95326.31579
SUV/승합,경유,11,국산,가을,66100
중형,휘발유,5,국산,가을,80422.64151
고급,경유,5,수입,가을,128960
중형,휘발유,5,국산,가을,95040
고급,휘발유,5,국산,가을,85585.71429
고급,휘발유,5,국산,가을,91455.31915
SUV/승합,경유,12,국산,겨울,119373.913
SUV/승합,경유,5,국산,겨울,93726.31579
SUV/승합,LPG,5,국산,가을,82978.37838
소형,휘발유,5,국산,겨울,56470.58824
중형,LPG,5,국산,가을,78545.45455
중형,휘발유,5,국산,겨울,38537.14286
중형,하이브리드,5,국산,겨울,51960
중형,휘발유,5,국산,가을,82524.46154
중형,LPG,5,국산,가을,90652.63158
SUV/승합,휘발유,5,국산,가을,127418.1818
SUV/승합,휘발유,5,국산,가을,81793.93939
중형,LPG,5,국산,가을,81702.12766
고급,경유,5,수입,가을,152210.5263
SUV/승합,경유,5,국산,가을,96362.26415
중형,휘발유,5,국산,가을,60156.52174
중형,LPG,5,국산,가을,73777.77778
중형,LPG,5,국산,가을,80347.82609
소형,휘발유,5,국산,겨울,33092.30769
중형,LPG,5,국산,가을,94981.81818
중형,LPG,5,국산,가을,89353.84615
고급,휘발유,5,국산,겨울,61787.23404
중형,LPG,5,국산,겨울,57391.30435
SUV/승합,전기,4,국산,가을,56500
SUV/승합,휘발유,5,국산,가을,84329.41176
SUV/승합,휘발유,5,국산,가을,76114.28571
중형,휘발유,5,국산,겨울,35266.66667
SUV/승합,전기,5,국산,가을,78545.45455
소형,휘발유,5,국산,겨울,103282.7586
중형,LPG,5,국산,겨울,57327.83505
중형,LPG,5,국산,가을,77000
중형,LPG,5,국산,겨울,48077.41935
SUV/승합,전기,5,국산,가을,84000
SUV/승합,휘발유,5,국산,가을,64854.54545
SUV/승합,경유,5,국산,겨울,65416.21622
중형,LPG,5,국산,가을,67200
SUV/승합,휘발유,5,국산,가을,61320
중형,LPG,5,국산,가을,34500
SUV/승합,휘발유,5,국산,가을,75984
중형,휘발유,5,국산,겨울,103650
중형,LPG,5,국산,가을,70236.73469
중형,LPG,5,국산,겨울,97200
SUV/승합,휘발유,5,국산,가을,66853.33333
소형,휘발유,4,수입,가을,75000
중형,휘발유,5,국산,가을,71066.66667
SUV/승합,경유,9,국산,가을,107234.0426
중형,휘발유,5,국산,겨울,42890.32258
중형,LPG,5,국산,가을,72452.83019
SUV/승합,휘발유,5,국산,가을,76548.63158
중형,LPG,5,국산,겨울,75764.70588
SUV/승합,전기,4,국산,가을,76285.71429
중형,LPG,5,국산,겨울,58978.7234
SUV/승합,전기,5,국산,가을,52011.9403
중형,휘발유,5,국산,겨울,48145.45455
중형,LPG,5,국산,가을,52100
SUV/승합,경유,9,국산,겨울,84000
중형,LPG,5,국산,가을,58000
SUV/승합,휘발유,5,국산,가을,103938.4615
중형,휘발유,5,국산,가을,61155.55556
SUV/승합,전기,5,국산,가을,52034.04255
SUV/승합,전기,4,국산,가을,58200
SUV/승합,경유,11,국산,가을,99230.76923
중형,LPG,5,국산,가을,55400
중형,휘발유,5,국산,가을,65232
고급,휘발유,5,국산,가을,123600
중형,LPG,5,국산,가을,64966.75862
고급,휘발유,5,국산,가을,100114.2857
중형,LPG,5,국산,가을,59583.65217
SUV/승합,경유,12,국산,겨울,203858.8235
중형,LPG,5,국산,가을,93040
중형,휘발유,5,국산,가을,123200
중형,휘발유,5,국산,가을,58810.61947
중형,LPG,5,국산,가을,68014.81481
중형,휘발유,5,국산,가을,25736.17021
SUV/승합,경유,5,국산,가을,92377.35849
SUV/승합,전기,4,국산,가을,68470.58824
중형,휘발유,5,국산,겨울,42488.88889
중형,휘발유,5,국산,겨울,25200
중형,LPG,5,국산,가을,61301.69492
SUV/승합,휘발유,5,국산,겨울,74000
중형,휘발유,4,수입,겨울,159000
중형,LPG,5,국산,가을,56992.1194
SUV/승합,전기,5,국산,가을,163500
중형,LPG,5,국산,가을,54178.7234
SUV/승합,경유,7,국산,가을,110842.1053
SUV/승합,전기,4,국산,가을,67800
중형,휘발유,5,국산,가을,69661.53846
SUV/승합,휘발유,5,국산,가을,59704.61538
SUV/승합,전기,4,국산,가을,56500
중형,휘발유,4,수입,가을,280000
중형,휘발유,5,국산,가을,59004.87805
SUV/승합,경유,9,국산,가을,81350
중형,휘발유,5,국산,겨울,24473.23944
SUV/승합,경유,5,국산,겨울,78977.31959
중형,휘발유,5,국산,가을,58868.57143
중형,휘발유,5,국산,가을,67122.58065
중형,휘발유,5,국산,겨울,36480
중형,휘발유,5,국산,가을,56625
중형,휘발유,5,국산,겨울,77955.55556
중형,LPG,5,국산,가을,55339.13043
중형,LPG,5,국산,겨울,91482.35294
중형,LPG,5,국산,가을,73263.15789
중형,휘발유,5,국산,가을,57366.66667
SUV/승합,경유,9,국산,가을,56629.21348
중형,휘발유,5,국산,겨울,79471.69811
SUV/승합,경유,5,국산,가을,56600
고급,휘발유,5,국산,겨울,72611.76471
중형,전기,5,수입,가을,105315.7895
소형,휘발유,5,국산,가을,71489.3617
중형,LPG,5,국산,가을,51500
중형,LPG,5,국산,가을,61090.90909
중형,휘발유,5,국산,가을,61152.94118
SUV/승합,전기,5,국산,겨울,80842.10526
SUV/승합,경유,9,국산,가을,51102.43902
SUV/승합,경유,9,국산,가을,48000
중형,LPG,5,국산,가을,81415.38462
SUV/승합,경유,9,국산,가을,126000
소형,휘발유,5,국산,겨울,90000
SUV/승합,경유,9,국산,가을,60910.34483
중형,LPG,5,국산,가을,59431.57895
중형,휘발유,5,국산,가을,47900
중형,LPG,5,국산,가을,56669.38776
중형,휘발유,5,국산,가을,52100
중형,휘발유,5,국산,가을,61365.51724
SUV/승합,경유,9,국산,가을,54550
중형,LPG,5,국산,겨울,42582.85714
중형,LPG,5,국산,가을,51350
고급,휘발유,5,국산,가을,64235.29412
SUV/승합,경유,7,국산,겨울,134202.7397
SUV/승합,경유,11,국산,겨울,97000
중형,LPG,5,국산,가을,133200
SUV/승합,전기,5,국산,가을,52567.74194
중형,LPG,5,국산,가을,53528.57143
중형,LPG,5,국산,가을,59869.09091
중형,휘발유,5,국산,가을,52941.17647
SUV/승합,경유,11,국산,겨울,61440
중형,LPG,5,국산,가을,51350
중형,휘발유,5,국산,가을,50300
SUV/승합,경유,9,국산,겨울,69908.57143
SUV/승합,경유,9,국산,겨울,67966.66667
중형,LPG,5,국산,가을,55397.64706
SUV/승합,휘발유,5,국산,가을,48350
SUV/승합,전기,5,국산,가을,50933.33333
소형,휘발유,5,국산,가을,46606.45161
소형,휘발유,5,국산,가을,37090.90909
소형,휘발유,5,국산,가을,38577.77778
중형,LPG,5,국산,가을,64507.31707
고급,휘발유,5,국산,가을,67300
중형,LPG,5,국산,가을,66500
고급,LPG,5,국산,가을,75793.54839
중형,휘발유,5,국산,겨울,35266.66667
고급,휘발유,5,국산,가을,75685.71429
중형,LPG,5,국산,가을,103200
SUV/승합,경유,12,국산,가을,57825
중소형,LPG,5,국산,가을,59563.63636
중형,휘발유,5,국산,가을,68206.45161
SUV/승합,경유,11,국산,가을,48222.22222
중형,휘발유,5,국산,겨울,60933.33333
고급,휘발유,5,국산,가을,83572.60274
SUV/승합,경유,11,국산,가을,57850
소형,휘발유,5,국산,겨울,49565.21739
SUV/승합,경유,9,국산,가을,51561.29032
SUV/승합,경유,9,국산,가을,52000
고급,LPG,5,국산,가을,58900
고급,휘발유,5,국산,겨울,77000
고급,LPG,5,국산,가을,58900
SUV/승합,전기,4,국산,가을,45600
SUV/승합,경유,7,국산,겨울,82326.31579
중형,경유,5,수입,가을,175304.3478
중형,LPG,5,국산,가을,50155.10204
SUV/승합,경유,9,국산,겨울,60278.26087
SUV/승합,휘발유,5,국산,겨울,74322.58065
SUV/승합,경유,9,국산,겨울,60967.74194
중형,LPG,5,국산,가을,38900
중형,LPG,5,국산,겨울,47500
SUV/승합,경유,7,국산,겨울,57257.14286
중형,휘발유,5,국산,가을,50000
중형,휘발유,5,국산,가을,47377.77778
중형,LPG,5,국산,가을,56112
중형,LPG,5,국산,가을,53548.3871
SUV/승합,경유,5,국산,가을,56589.47368
중형,LPG,5,국산,가을,45133.33333
중형,LPG,5,국산,가을,58000
중형,LPG,5,국산,가을,39095.65217
중형,LPG,5,국산,가을,40262.68657
중형,휘발유,5,국산,가을,64384.61538
소형,휘발유,5,국산,겨울,78750
SUV/승합,전기,5,국산,겨울,58235.29412
SUV/승합,경유,9,국산,겨울,87428.57143
소형,휘발유,5,국산,겨울,40551.72414
중형,휘발유,5,국산,가을,49905.88235
고급,휘발유,5,국산,가을,77881.69014
중형,휘발유,5,국산,가을,78400
중형,LPG,5,국산,가을,60087.42857
SUV/승합,LPG,5,국산,가을,81242.55319
중형,LPG,5,국산,가을,122800
중형,LPG,5,국산,가을,45100
중형,휘발유,5,국산,가을,52218.18182
고급,휘발유,5,국산,가을,55826.08696
SUV/승합,경유,7,국산,가을,86650
중형,LPG,5,국산,가을,45466.66667
중형,LPG,5,국산,가을,53528.57143
SUV/승합,휘발유,5,국산,가을,42200
중형,LPG,5,국산,가을,67200
고급,휘발유,5,국산,겨울,151800
중형,LPG,5,국산,가을,36765.95745
중형,LPG,5,국산,가을,38496
SUV/승합,전기,4,국산,가을,38451.06383
고급,휘발유,5,국산,겨울,151800
중형,LPG,5,국산,가을,37043.47826
중형,LPG,5,국산,가을,62829.26829
중형,LPG,5,국산,가을,98160
고급,휘발유,5,국산,가을,53500
중형,LPG,5,국산,가을,47966.66667
중소형,휘발유,5,국산,겨울,80000
SUV/승합,경유,11,국산,겨울,142857.1429
중형,LPG,5,국산,가을,50957.14286
SUV/승합,경유,5,국산,가을,51785.91549
중형,LPG,5,국산,가을,51863.41463
중형,휘발유,5,국산,가을,45720
소형,휘발유,5,국산,겨울,53629.62963
SUV/승합,경유,9,국산,가을,46457.14286
SUV/승합,경유,9,국산,가을,74325
소형,휘발유,5,국산,겨울,46211.76471
SUV/승합,경유,12,국산,가을,42466.77551
소형,휘발유,5,국산,가을,33300
소형,휘발유,5,국산,겨울,33957.44681
중소형,휘발유,5,국산,겨울,68400
중형,LPG,5,국산,가을,41813.33333
중형,LPG,5,국산,가을,37150
소형,휘발유,4,수입,겨울,82922.44898
SUV/승합,경유,5,국산,가을,54566.66667
SUV/승합,경유,12,국산,가을,42465.30612
SUV/승합,경유,12,국산,겨울,124374.6835
SUV/승합,경유,15,국산,겨울,177931.0345
중형,LPG,5,국산,가을,57482.92683
SUV/승합,경유,9,국산,가을,43844.77612
중형,LPG,5,국산,겨울,123979.7468
SUV/승합,휘발유,5,국산,가을,55125
소형,휘발유,5,국산,겨울,33957.44681
SUV/승합,전기,4,국산,가을,47440
중형,LPG,5,국산,가을,56550
중소형,LPG,5,국산,겨울,72000
고급,휘발유,5,국산,겨울,154285.7143
중형,휘발유,5,국산,가을,38514.28571
고급,휘발유,5,국산,가을,86256.71642
중형,휘발유,5,국산,겨울,89600
중형,LPG,5,국산,가을,55777.77778
중형,LPG,5,국산,겨울,47475
SUV/승합,휘발유,5,국산,가을,45936
중형,LPG,5,국산,가을,54612.2449
SUV/승합,경유,9,국산,가을,54465.30612
중형,LPG,5,국산,겨울,48000
SUV/승합,전기,4,국산,가을,53191.83673
고급,LPG,5,국산,가을,68050.63291
중형,LPG,5,국산,가을,59700
중형,LPG,5,국산,가을,34656
중형,LPG,5,국산,가을,33166.66667
SUV/승합,경유,8,국산,가을,121263.1579
중형,LPG,5,국산,가을,108000
중형,LPG,5,국산,가을,41341.93548
중형,휘발유,5,국산,가을,50974.20896
소형,휘발유,5,국산,가을,32963.85542
SUV/승합,경유,12,국산,겨울,80657.14286
SUV/승합,경유,9,국산,겨울,92742.85714
소형,휘발유,5,국산,가을,57360
소형,휘발유,5,국산,겨울,38992.77108
소형,휘발유,5,국산,가을,36000
SUV/승합,경유,7,국산,겨울,122553.1915
SUV/승합,경유,9,국산,겨울,51200
SUV/승합,경유,12,국산,겨울,63724.13793
중형,LPG,5,국산,가을,49371.42857
중형,LPG,5,국산,가을,79200
중형,LPG,5,국산,겨울,42638.29787
중형,휘발유,5,국산,가을,55710.6383
소형,휘발유,5,국산,가을,38509.09091
중형,휘발유,5,국산,겨울,57446.80851
중형,휘발유,5,국산,가을,38400
SUV/승합,경유,7,국산,겨울,106971.4286
소형,휘발유,5,국산,겨울,35091.89189
중형,휘발유,5,국산,겨울,45700
SUV/승합,경유,11,국산,가을,35888.37209
소형,휘발유,5,국산,가을,43760
SUV/승합,경유,9,국산,겨울,74109.09091
SUV/승합,경유,12,국산,가을,64513.43284
SUV/승합,경유,9,국산,겨울,74109.09091
SUV/승합,전기,4,국산,가을,47590.2439
중형,휘발유,5,국산,겨울,44623.72881
고급,휘발유,5,국산,겨울,113410.9091
중형,휘발유,5,국산,가을,54372.41379
SUV/승합,전기,4,국산,겨울,46622.22222
중형,LPG,5,국산,가을,33855.31915
SUV/승합,전기,4,국산,가을,32550
중형,LPG,5,국산,겨울,42981.81818
중형,LPG,5,국산,가을,43500
중형,휘발유,5,국산,가을,59170.90909
소형,휘발유,5,국산,가을,39568.42105
SUV/승합,경유,7,국산,가을,52141.17647
SUV/승합,경유,7,국산,가을,42575.34247
SUV/승합,경유,9,국산,겨울,44822.53521
중형,LPG,5,국산,가을,34901
중형,휘발유,5,국산,겨울,42521.73913
중형,LPG,5,국산,겨울,42318.36735
SUV/승합,전기,4,국산,가을,34200
중소형,휘발유,5,국산,겨울,74000
SUV/승합,전기,4,국산,겨울,40477.61194
중형,LPG,5,국산,가을,42900
중형,휘발유,5,국산,겨울,45500
소형,휘발유,5,국산,겨울,20896
SUV/승합,전기,5,국산,겨울,46860
소형,휘발유,4,수입,가을,71400
SUV/승합,경유,7,국산,겨울,129600
중형,휘발유,5,국산,겨울,50429.62963
소형,휘발유,5,국산,가을,50000
중형,LPG,5,국산,가을,74618.18182
중형,휘발유,5,국산,겨울,29952
중형,LPG,5,국산,가을,34900
소형,휘발유,5,국산,겨울,63000
중형,전기,5,수입,겨울,113388.6792
중형,LPG,5,국산,가을,63704.34783
중형,LPG,5,국산,가을,49925
소형,휘발유,5,국산,겨울,64340.42553
SUV/승합,전기,4,국산,가을,34200
중형,휘발유,5,국산,가을,45741.17647
중형,LPG,5,국산,겨울,42000
중형,휘발유,5,국산,가을,48411.42857
SUV/승합,휘발유,5,국산,겨울,60141.17647
소형,휘발유,5,국산,가을,98400
SUV/승합,경유,7,국산,가을,40800
중형,LPG,5,국산,가을,31300
중형,LPG,5,국산,가을,38500
중소형,휘발유,5,국산,겨울,64500
SUV/승합,경유,7,국산,가을,93913.04348
중소형,휘발유,5,국산,겨울,64500
소형,휘발유,5,국산,가을,42494.11765
소형,휘발유,5,국산,가을,36000
SUV/승합,경유,7,국산,가을,194400
중형,LPG,5,국산,겨울,40372.60274
중형,LPG,5,국산,가을,51048.64865
중형,LPG,5,국산,겨울,40372.60274
소형,휘발유,5,국산,겨울,39305.66038
중형,LPG,5,국산,겨울,96000
SUV/승합,경유,11,국산,가을,41440
SUV/승합,경유,9,국산,가을,55090.90909
SUV/승합,전기,4,국산,가을,38733.33333
SUV/승합,경유,7,국산,겨울,86854.18868
중형,LPG,5,국산,겨울,120000
소형,휘발유,5,국산,가을,39272.72727
중소형,휘발유,5,국산,겨울,50352.94118
중형,휘발유,5,국산,가을,47612.90323
SUV/승합,휘발유,5,국산,가을,47668.96552
중형,LPG,5,국산,가을,45365.85366
SUV/승합,경유,7,국산,겨울,105923.0769
SUV/승합,전기,5,국산,겨울,40800
중형,LPG,5,국산,가을,79200
SUV/승합,경유,9,국산,겨울,69300
SUV/승합,경유,12,국산,겨울,61600
SUV/승합,경유,7,국산,가을,51800
중형,LPG,5,국산,겨울,45520
중형,LPG,5,국산,가을,42433.92
중형,LPG,5,국산,가을,37107.69231
SUV/승합,경유,5,국산,겨울,53400
SUV/승합,휘발유,5,국산,겨울,76922.0339
고급,휘발유,5,국산,겨울,91047.61905
중형,휘발유,5,국산,겨울,32125.71429
중형,LPG,5,국산,가을,32372.09302
중형,LPG,5,국산,가을,34823.52941
소형,휘발유,5,국산,겨울,28050
SUV/승합,경유,11,국산,가을,56957.14286
중형,LPG,5,국산,가을,29000
고급,휘발유,5,국산,가을,50900
고급,휘발유,5,국산,가을,77524.5283
중형,휘발유,5,국산,가을,147840
중형,LPG,5,국산,가을,46800
중형,LPG,5,국산,가을,44533.33333
중형,LPG,5,국산,가을,32659.79381
고급,휘발유,5,국산,가을,44960
중형,LPG,5,국산,가을,33443.47826
SUV/승합,경유,12,국산,가을,29400
SUV/승합,전기,4,국산,가을,31800
중형,휘발유,5,국산,가을,36791.75258
중형,LPG,5,국산,가을,34823.52941
SUV/승합,휘발유,5,국산,겨울,173760
SUV/승합,경유,9,국산,겨울,58296.77419
고급,휘발유,5,국산,가을,61387.5
중형,LPG,5,국산,가을,71091.89189
SUV/승합,전기,4,국산,겨울,49364.70588
소형,휘발유,5,국산,가을,56536.08247
SUV/승합,경유,9,국산,가을,44901
중형,휘발유,5,국산,가을,45120
중형,LPG,5,국산,겨울,46430.76923
중형,LPG,5,국산,가을,80742.85714
중형,휘발유,5,국산,겨울,37578.08219
중형,LPG,5,국산,겨울,45246.31579
SUV/승합,경유,9,국산,가을,55800
SUV/승합,전기,5,국산,가을,33707.46269
소형,휘발유,5,국산,겨울,30678.26087
SUV/승합,전기,5,국산,겨울,38924.13793
소형,휘발유,5,국산,가을,66461.53846
중형,휘발유,5,국산,겨울,60316.98113
중형,LPG,5,국산,가을,35794.28571
SUV/승합,경유,9,국산,겨울,54838.70968
중형,휘발유,5,국산,겨울,35593.22034
SUV/승합,전기,5,국산,가을,55890.41096
중형,전기,5,수입,가을,88300
SUV/승합,경유,9,국산,겨울,57750
중소형,휘발유,5,국산,가을,48259.45946
중형,휘발유,5,국산,가을,49745.45455
중형,휘발유,5,국산,겨울,39007.22892
SUV/승합,경유,12,국산,겨울,43885.71429
중형,LPG,5,국산,가을,48521.73913
중형,휘발유,5,국산,가을,40632
SUV/승합,전기,4,국산,가을,38451.06383
소형,휘발유,5,국산,겨울,67200
SUV/승합,LPG,5,국산,겨울,142907.1429
중형,휘발유,5,국산,가을,43200
중형,LPG,5,국산,가을,40412.90323
SUV/승합,휘발유,5,국산,가을,36200
중형,휘발유,5,국산,가을,39864.40678
SUV/승합,휘발유,5,국산,가을,64984.61538
중형,LPG,5,국산,겨울,68640
소형,휘발유,4,수입,겨울,270000
중형,LPG,5,국산,가을,29000
중형,LPG,5,국산,가을,31000
중형,LPG,5,국산,가을,33509.43396
중형,LPG,5,국산,겨울,40000
중형,전기,5,국산,겨울,34300
중형,휘발유,5,국산,가을,53664
고급,휘발유,5,국산,가을,61092
중형,LPG,5,국산,가을,32823.52941
중형,LPG,5,국산,겨울,38750
SUV/승합,경유,8,국산,가을,101250
중형,LPG,5,국산,겨울,51920
중형,LPG,5,국산,가을,37621.62162
중형,LPG,5,국산,가을,29000
중형,LPG,5,국산,가을,36000
SUV/승합,경유,12,국산,겨울,142272
중형,LPG,5,국산,가을,67200
중형,LPG,5,국산,가을,29000
고급,LPG,5,국산,겨울,71379.31034
SUV/승합,경유,9,국산,겨울,148153.8462
중형,LPG,5,국산,가을,29000
SUV/승합,전기,5,국산,겨울,37225
중형,휘발유,5,국산,가을,90000
SUV/승합,전기,5,국산,겨울,31350
중형,LPG,5,국산,가을,30933.33333
소형,휘발유,5,국산,가을,60509.09091
중형,LPG,5,국산,가을,29000
중형,LPG,5,국산,가을,45000
SUV/승합,경유,7,국산,겨울,162782.6087
SUV/승합,휘발유,5,국산,가을,48766.38655
고급,휘발유,5,국산,겨울,96266.66667
고급,LPG,5,국산,가을,142800
중형,LPG,5,국산,가을,31636.36364
SUV/승합,경유,9,국산,가을,87500
SUV/승합,전기,5,국산,겨울,37250
SUV/승합,경유,11,국산,가을,76378.94737
중형,LPG,5,국산,겨울,56147.36842
고급,경유,5,수입,가을,91246.15385
SUV/승합,경유,12,국산,겨울,55640.81633
소형,휘발유,5,국산,겨울,30710.20408
소형,휘발유,5,국산,가을,40096
SUV/승합,휘발유,5,국산,겨울,50784
SUV/승합,경유,9,국산,겨울,66450
소형,휘발유,5,국산,겨울,35580.78603
중형,휘발유,5,국산,겨울,117857.1429
소형,휘발유,5,국산,겨울,35368.42105
중형,LPG,5,국산,가을,33509.43396
중형,LPG,5,국산,가을,34700
소형,휘발유,5,국산,겨울,72000
중형,LPG,5,국산,겨울,44066.66667
SUV/승합,경유,7,국산,겨울,72461.53846
중형,LPG,5,국산,가을,32888.88889
중형,LPG,5,국산,겨울,74237.28814
중형,휘발유,5,국산,가을,27600
중형,LPG,5,국산,가을,32434.95146
중형,휘발유,5,국산,가을,47672.72727
중형,LPG,5,국산,가을,34800
중형,휘발유,5,국산,겨울,95744.68085
중형,LPG,5,국산,겨울,44285.71429
고급,LPG,5,국산,겨울,69366.66667
고급,휘발유,5,국산,가을,80552.72727
중형,LPG,5,국산,겨울,34700
중형,LPG,5,국산,가을,33951.21951
중형,휘발유,5,국산,겨울,89856
중형,LPG,5,국산,가을,41552.94118
중소형,LPG,5,국산,겨울,79333.33333
중형,LPG,5,국산,가을,37584
중형,휘발유,5,국산,겨울,46769.23077
중형,휘발유,5,국산,겨울,38733.33333
SUV/승합,경유,9,국산,겨울,47411.32075
중형,LPG,5,국산,가을,50871.42857
중형,휘발유,5,국산,겨울,63333.33333
중형,전기,5,수입,가을,85700
SUV/승합,경유,12,국산,겨울,62630.76923
SUV/승합,전기,4,국산,가을,42087.80488
SUV/승합,경유,9,국산,겨울,69722.0339
SUV/승합,경유,12,국산,가을,28770.18634
SUV/승합,경유,5,국산,가을,47554.28571
중형,LPG,5,국산,가을,34700
중형,휘발유,5,국산,겨울,95294.11765
중형,LPG,5,국산,가을,29000
SUV/승합,전기,5,국산,겨울,41025.64103
중형,LPG,5,국산,가을,54293.33333
소형,휘발유,5,국산,겨울,34169.49153
SUV/승합,전기,5,국산,겨울,33081.08108
중형,휘발유,5,국산,겨울,31250
중형,LPG,5,국산,가을,29000
중형,LPG,5,국산,겨울,49783.78378
소형,휘발유,5,국산,겨울,83918.91892
SUV/승합,휘발유,5,국산,겨울,51580.32787
고급,LPG,5,국산,겨울,66969.23077
중형,휘발유,5,국산,겨울,78400
중형,LPG,5,국산,가을,33863.0137
중형,휘발유,5,국산,겨울,31250
중형,LPG,5,국산,가을,33142.85714
SUV/승합,휘발유,5,국산,겨울,46606.45161
중형,LPG,5,국산,가을,60046.15385
SUV/승합,경유,7,국산,겨울,166666.6667
중형,LPG,5,국산,가을,42352.94118
중형,휘발유,5,국산,가을,42659.15493
SUV/승합,경유,7,국산,가을,61200
중형,LPG,5,국산,가을,69120
SUV/승합,경유,5,국산,겨울,59021.05263
